id,start_time,end_time,score,coins_collected,ufos_shot,bullets_fired,death_reason,game_duration,pipes_passed
plane_1763313387485,2025-11-16 17:16:27.485000+00:00,2025-11-16 17:16:30.088000+00:00,6,0,2,10,pipe,2,1
plane_1763313395733,2025-11-16 17:16:35.733000+00:00,2025-11-16 17:16:38.454000+00:00,6,0,2,16,pipe,2,1
plane_1763313404385,2025-11-16 17:16:44.385000+00:00,2025-11-16 17:16:48.571000+00:00,7,1,2,19,pipe,4,2
plane_1763313409989,2025-11-16 17:16:49.989000+00:00,2025-11-16 17:16:50.989000+00:00,0,0,0,1,ground,0,0
plane_1763313415945,2025-11-16 17:16:55.945000+00:00,2025-11-16 17:16:58.471000+00:00,6,0,2,23,pipe,2,1
plane_1763313432174,2025-11-16 17:17:12.174000+00:00,2025-11-16 17:17:23.620000+00:00,21,6,5,29,pipe,11,6
plane_1763313444817,2025-11-16 17:17:24.817000+00:00,2025-11-16 17:17:31.187000+00:00,12,3,3,16,pipe,6,3
plane_1763313454868,2025-11-16 17:17:34.868000+00:00,2025-11-16 17:17:44.537000+00:00,14,5,3,35,pipe,9,5
plane_1763313500000,2025-11-16 17:18:20+00:00,2025-11-16 17:18:22.869000+00:00,7,1,2,19,pipe,2,1
plane_1763313508052,2025-11-16 17:18:28.052000+00:00,2025-11-16 17:18:37.403000+00:00,13,4,3,20,pipe,9,5
plane_1763313616089,2025-11-16 17:20:16.089000+00:00,2025-11-16 17:20:18.852000+00:00,6,0,2,15,pipe,2,1
plane_1763313720508,2025-11-16 17:22:00.508000+00:00,2025-11-16 17:22:05.034000+00:00,7,1,2,27,pipe,4,2
plane_1763313726554,2025-11-16 17:22:06.554000+00:00,2025-11-16 17:22:10.750000+00:00,7,1,2,25,pipe,4,2
plane_1763313731956,2025-11-16 17:22:11.956000+00:00,2025-11-16 17:22:14.734000+00:00,3,0,1,18,pipe,2,1
plane_1763313744385,2025-11-16 17:22:24.385000+00:00,2025-11-16 17:22:27.301000+00:00,7,1,2,17,pipe,2,1
plane_1763313749013,2025-11-16 17:22:29.013000+00:00,2025-11-16 17:22:34.867000+00:00,14,2,4,26,pipe,5,3
plane_1763313757516,2025-11-16 17:22:37.516000+00:00,2025-11-16 17:22:39.350000+00:00,3,0,1,34,ceiling,1,1
plane_1763313763870,2025-11-16 17:22:43.870000+00:00,2025-11-16 17:22:45.683000+00:00,3,0,1,34,ceiling,1,1
plane_1763313766304,2025-11-16 17:22:46.304000+00:00,2025-11-16 17:22:47.017000+00:00,0,0,0,0,ground,0,0
plane_1763313781907,2025-11-16 17:23:01.907000+00:00,2025-11-16 17:23:08.022000+00:00,11,2,3,14,pipe,6,3
plane_1763313792854,2025-11-16 17:23:12.854000+00:00,2025-11-16 17:23:15.383000+00:00,6,0,2,22,pipe,2,1
plane_1763313907666,2025-11-16 17:25:07.666000+00:00,2025-11-16 17:25:30.699000+00:00,30,12,6,44,ufo_collision,23,13
plane_1763313946527,2025-11-16 17:25:46.527000+00:00,2025-11-16 17:26:02.381000+00:00,26,8,6,35,pipe,15,9
plane_1763313965797,2025-11-16 17:26:05.797000+00:00,2025-11-16 17:26:36.348000+00:00,59,14,15,52,enemy_bullet,30,18
plane_1763314008357,2025-11-16 17:26:48.357000+00:00,2025-11-16 17:26:54.698000+00:00,6,3,1,10,pipe,6,3
plane_1763314050643,2025-11-16 17:27:30.643000+00:00,2025-11-16 17:27:34.830000+00:00,7,1,2,19,pipe,4,2
plane_1763314056920,2025-11-16 17:27:36.920000+00:00,2025-11-16 17:28:11.379000+00:00,58,19,13,60,pipe,34,20
plane_1763314093020,2025-11-16 17:28:13.020000+00:00,2025-11-16 17:29:40.545000+00:00,134,50,28,158,pipe,87,52
plane_1763314275151,2025-11-16 17:31:15.151000+00:00,2025-11-16 17:31:36.161000+00:00,38,11,9,49,pipe,21,12
plane_1763314299139,2025-11-16 17:31:39.139000+00:00,2025-11-16 17:31:49.994000+00:00,17,5,4,40,pipe,10,6
plane_1763314314332,2025-11-16 17:31:54.332000+00:00,2025-11-16 17:31:56.877000+00:00,3,0,1,10,pipe,2,1
plane_1763314320681,2025-11-16 17:32:00.681000+00:00,2025-11-16 17:32:02.410000+00:00,3,0,1,32,ceiling,1,1
plane_1763314324855,2025-11-16 17:32:04.855000+00:00,2025-11-16 17:32:09.593000+00:00,8,2,2,36,pipe,4,2
plane_1763314334181,2025-11-16 17:32:14.181000+00:00,2025-11-16 17:32:20.176000+00:00,11,2,3,35,pipe,5,3
plane_1763314407308,2025-11-16 17:33:27.308000+00:00,2025-11-16 17:33:30.093000+00:00,6,0,2,18,pipe,2,1
plane_1763314418705,2025-11-16 17:33:38.705000+00:00,2025-11-16 17:33:43.359000+00:00,11,2,3,27,pipe,4,2
plane_1763314440897,2025-11-16 17:34:00.897000+00:00,2025-11-16 17:34:01.609000+00:00,0,0,0,0,ground,0,0
plane_1763314442259,2025-11-16 17:34:02.259000+00:00,2025-11-16 17:34:08.525000+00:00,8,2,2,15,pipe,6,3
plane_1763314449908,2025-11-16 17:34:09.908000+00:00,2025-11-16 17:34:14.091000+00:00,7,1,2,16,pipe,4,2
plane_1763314463183,2025-11-16 17:34:23.183000+00:00,2025-11-16 17:34:34.325000+00:00,17,5,4,39,pipe,11,6
plane_1763314509948,2025-11-16 17:35:09.948000+00:00,2025-11-16 17:35:12.508000+00:00,6,0,2,11,pipe,2,1
plane_1763314537015,2025-11-16 17:35:37.015000+00:00,2025-11-16 17:35:41.208000+00:00,7,1,2,33,pipe,4,2
plane_1763314543763,2025-11-16 17:35:43.763000+00:00,2025-11-16 17:35:59.058000+00:00,23,8,5,36,enemy_bullet,15,9
plane_1763314562808,2025-11-16 17:36:02.808000+00:00,2025-11-16 17:36:27.141000+00:00,43,13,10,55,pipe,24,14
plane_1763314601063,2025-11-16 17:36:41.063000+00:00,2025-11-16 17:36:44.024000+00:00,3,0,1,19,pipe,2,1
plane_1763314638844,2025-11-16 17:37:18.844000+00:00,2025-11-16 17:37:38.040000+00:00,15,9,2,32,pipe,19,11
plane_1763314755188,2025-11-16 17:39:15.188000+00:00,2025-11-16 17:39:22.723000+00:00,12,3,3,27,pipe,7,4
plane_1763314764972,2025-11-16 17:39:24.972000+00:00,2025-11-16 17:39:29.156000+00:00,7,1,2,25,pipe,4,2
plane_1763314772230,2025-11-16 17:39:32.230000+00:00,2025-11-16 17:39:44.822000+00:00,21,6,5,27,pipe,12,7
plane_1763314835915,2025-11-16 17:40:35.915000+00:00,2025-11-16 17:40:38.437000+00:00,3,0,1,5,pipe,2,1
plane_1763314847863,2025-11-16 17:40:47.863000+00:00,2025-11-16 17:41:03.088000+00:00,26,8,6,37,ground,15,9
plane_1763354747730,2025-11-17 04:45:47.730000+00:00,2025-11-17 04:46:13.976000+00:00,38,14,8,46,pipe,26,15
plane_1763354776104,2025-11-17 04:46:16.104000+00:00,2025-11-17 04:46:30.692000+00:00,29,8,7,35,pipe,14,8
plane_1763354792559,2025-11-17 04:46:32.559000+00:00,2025-11-17 04:46:34.425000+00:00,3,0,1,30,ceiling,1,1
plane_1763354795972,2025-11-17 04:46:35.972000+00:00,2025-11-17 04:47:13.324000+00:00,59,20,13,75,enemy_bullet,37,22
plane_1763354835319,2025-11-17 04:47:15.319000+00:00,2025-11-17 04:47:31.174000+00:00,26,8,6,33,pipe,15,9
plane_1763354861070,2025-11-17 04:47:41.070000+00:00,2025-11-17 04:47:50.857000+00:00,20,5,5,26,pipe,9,5
plane_1763354879579,2025-11-17 04:47:59.579000+00:00,2025-11-17 04:48:07.108000+00:00,9,3,2,15,pipe,7,4
plane_1763354904348,2025-11-17 04:48:24.348000+00:00,2025-11-17 04:48:45.108000+00:00,31,10,7,39,enemy_bullet,20,12
plane_1763354928443,2025-11-17 04:48:48.443000+00:00,2025-11-17 04:49:05.406000+00:00,24,9,5,42,enemy_bullet,16,10
plane_1763354946626,2025-11-17 04:49:06.626000+00:00,2025-11-17 04:49:20.822000+00:00,22,7,5,29,pipe,14,8
plane_1763354969659,2025-11-17 04:49:29.659000+00:00,2025-11-17 04:49:51.923000+00:00,39,12,9,48,enemy_bullet,22,13
plane_1763354993140,2025-11-17 04:49:53.140000+00:00,2025-11-17 04:50:08.740000+00:00,16,7,3,34,enemy_bullet,15,9
plane_1763355015379,2025-11-17 04:50:15.379000+00:00,2025-11-17 04:50:16.088000+00:00,0,0,0,0,ground,0,0
plane_1763355016470,2025-11-17 04:50:16.470000+00:00,2025-11-17 04:50:17.172000+00:00,0,0,0,0,ground,0,0
plane_1763355017439,2025-11-17 04:50:17.439000+00:00,2025-11-17 04:50:18.138000+00:00,0,0,0,0,ground,0,0
plane_1763355018463,2025-11-17 04:50:18.463000+00:00,2025-11-17 04:50:19.172000+00:00,0,0,0,0,ground,0,0
plane_1763355019767,2025-11-17 04:50:19.767000+00:00,2025-11-17 04:50:28.672000+00:00,10,4,2,40,ceiling,8,5
plane_1763355066858,2025-11-17 04:51:06.858000+00:00,2025-11-17 04:51:22.121000+00:00,20,8,4,31,enemy_bullet,15,9
plane_1763355083428,2025-11-17 04:51:23.428000+00:00,2025-11-17 04:51:54.538000+00:00,42,15,9,63,enemy_bullet,31,18
plane_1763355127843,2025-11-17 04:52:07.843000+00:00,2025-11-17 04:52:12.255000+00:00,4,1,1,17,pipe,4,2
plane_1763355133611,2025-11-17 04:52:13.611000+00:00,2025-11-17 04:52:31.070000+00:00,24,9,5,38,enemy_bullet,17,10
plane_1763355193998,2025-11-17 04:53:13.998000+00:00,2025-11-17 04:53:23.154000+00:00,16,4,4,29,enemy_bullet,9,5
plane_1763355204419,2025-11-17 04:53:24.419000+00:00,2025-11-17 04:53:41.620000+00:00,21,9,4,35,enemy_bullet,17,10
plane_1763355223063,2025-11-17 04:53:43.063000+00:00,2025-11-17 04:53:52.086000+00:00,9,3,2,30,enemy_bullet,9,5
plane_1763355233288,2025-11-17 04:53:53.288000+00:00,2025-11-17 04:54:23.819000+00:00,44,17,9,55,enemy_bullet,30,18
plane_1763355264983,2025-11-17 04:54:24.983000+00:00,2025-11-17 04:54:35.836000+00:00,14,5,3,31,pipe,10,6
plane_1763355277419,2025-11-17 04:54:37.419000+00:00,2025-11-17 04:54:45.003000+00:00,15,3,4,35,pipe,7,4
plane_1763355343752,2025-11-17 04:55:43.752000+00:00,2025-11-17 04:55:51.835000+00:00,10,4,2,19,pipe,8,4
plane_1763355353063,2025-11-17 04:55:53.063000+00:00,2025-11-17 04:56:07.252000+00:00,22,7,5,34,enemy_bullet,14,8
plane_1763355368806,2025-11-17 04:56:08.806000+00:00,2025-11-17 04:56:29.084000+00:00,20,11,3,40,enemy_bullet,20,12
plane_1763355395254,2025-11-17 04:56:35.254000+00:00,2025-11-17 04:56:38.035000+00:00,6,0,2,19,pipe,2,1
plane_1763355399002,2025-11-17 04:56:39.002000+00:00,2025-11-17 04:56:50.852000+00:00,18,6,4,33,enemy_bullet,11,7
plane_1763355429217,2025-11-17 04:57:09.217000+00:00,2025-11-17 04:57:27.218000+00:00,25,10,5,37,pipe,18,10
plane_1763355452287,2025-11-17 04:57:32.287000+00:00,2025-11-17 04:57:39.550000+00:00,9,3,2,38,ceiling,7,4
plane_1763355464910,2025-11-17 04:57:44.910000+00:00,2025-11-17 04:57:55.183000+00:00,11,5,2,24,ground,10,6
plane_1763355500094,2025-11-17 04:58:20.094000+00:00,2025-11-17 04:58:45.949000+00:00,32,14,6,50,pipe,25,15
plane_1772459746575,2026-03-02 13:55:46.575000+00:00,2026-03-02 13:55:57.891000+00:00,17,5,4,25,pipe,11,6
plane_1772458771329,2026-03-02 13:39:31.329000+00:00,2026-03-02 13:39:47.265000+00:00,32,8,8,41,pipe,15,9
plane_1772459762737,2026-03-02 13:56:02.737000+00:00,2026-03-02 13:56:08.924000+00:00,8,2,2,12,pipe,6,3
plane_1772459799101,2026-03-02 13:56:39.101000+00:00,2026-03-02 13:56:54.957000+00:00,25,7,6,30,pipe,15,9
plane_1772459913257,2026-03-02 13:58:33.257000+00:00,2026-03-02 13:58:36.005000+00:00,6,0,2,18,pipe,2,1
plane_1772459933341,2026-03-02 13:58:53.341000+00:00,2026-03-02 13:59:00.873000+00:00,12,3,3,19,pipe,7,4
plane_1772460162722,2026-03-02 14:02:42.722000+00:00,2026-03-02 14:02:53.606000+00:00,20,5,5,24,pipe,10,6
plane_1772460177346,2026-03-02 14:02:57.346000+00:00,2026-03-02 14:03:00.007000+00:00,3,0,1,12,pipe,2,1
plane_1772460402077,2026-03-02 14:06:42.077000+00:00,2026-03-02 14:07:09.451000+00:00,39,15,8,69,enemy_bullet,27,16
plane_1772461064688,2026-03-02 14:17:44.688000+00:00,2026-03-02 14:17:52.210000+00:00,15,3,4,22,pipe,7,4
plane_1772461451446,2026-03-02 14:24:11.446000+00:00,2026-03-02 14:24:50.040000+00:00,71,20,17,76,enemy_bullet,38,23
plane_1772461951218,2026-03-02 14:32:31.218000+00:00,2026-03-02 14:32:33.935000+00:00,6,0,2,19,pipe,2,1
plane_1772463120750,2026-03-02 14:52:00.750000+00:00,2026-03-02 14:52:04.939000+00:00,10,1,3,15,pipe,4,2
plane_1772463132553,2026-03-02 14:52:12.553000+00:00,2026-03-02 14:52:17.373000+00:00,8,2,2,20,pipe,4,2
plane_1772463186184,2026-03-02 14:53:06.184000+00:00,2026-03-02 14:53:12.371000+00:00,12,3,3,15,pipe,6,3
plane_1772463209853,2026-03-02 14:53:29.853000+00:00,2026-03-02 14:53:39.305000+00:00,16,4,4,21,pipe,9,5
plane_1772463299207,2026-03-02 14:54:59.207000+00:00,2026-03-02 14:54:59.920000+00:00,0,0,0,0,ground,0,0
plane_1772463301141,2026-03-02 14:55:01.141000+00:00,2026-03-02 14:55:03.670000+00:00,6,0,2,11,pipe,2,1
plane_1763392902633,2025-11-17 15:21:42.633000+00:00,2025-11-17 15:21:55.241000+00:00,12,3,3,25,pipe,12,3
plane_1763740568137,2025-11-21 15:56:08.137000+00:00,2025-11-21 15:56:11.086000+00:00,7,1,2,19,pipe,2,1
plane_1772463312039,2026-03-02 14:55:12.039000+00:00,2026-03-02 14:55:24.653000+00:00,18,6,4,27,pipe,12,7
plane_1772465020199,2026-03-02 15:23:40.199000+00:00,2026-03-02 15:23:57.719000+00:00,33,9,8,42,pipe,17,10
plane_1772518490366,2026-03-03 06:14:50.366000+00:00,2026-03-03 06:15:02.889000+00:00,18,6,4,35,pipe,12,7
plane_1772520049774,2026-03-03 06:40:49.774000+00:00,2026-03-03 06:41:09.597000+00:00,44,11,11,34,pipe,19,11
plane_1772520071855,2026-03-03 06:41:11.855000+00:00,2026-03-03 06:41:14.443000+00:00,3,0,1,5,pipe,2,1
plane_1772520075870,2026-03-03 06:41:15.870000+00:00,2026-03-03 06:41:32.395000+00:00,24,9,5,31,pipe,16,9
plane_1772535706471,2026-03-03 11:01:46.471000+00:00,2026-03-03 11:02:30.459000+00:00,76,25,17,78,enemy_bullet,43,26
plane_1772536757297,2026-03-03 11:19:17.297000+00:00,2026-03-03 11:20:04.362000+00:00,84,27,19,81,enemy_bullet,47,28
plane_1772575286400,2026-03-03 22:01:26.400000+00:00,2026-03-03 22:01:43.709000+00:00,27,9,6,34,enemy_bullet,17,10
plane_1772575325144,2026-03-03 22:02:05.144000+00:00,2026-03-03 22:02:14.316000+00:00,16,4,4,19,pipe,9,5
plane_1772575336411,2026-03-03 22:02:16.411000+00:00,2026-03-03 22:02:24.199000+00:00,15,3,4,17,pipe,7,4
plane_1772575347077,2026-03-03 22:02:27.077000+00:00,2026-03-03 22:02:40.145000+00:00,25,7,6,25,pipe,13,7
plane_1772575362494,2026-03-03 22:02:42.494000+00:00,2026-03-03 22:03:06.683000+00:00,30,12,6,44,pipe,24,14
plane_1772575388820,2026-03-03 22:03:08.820000+00:00,2026-03-03 22:03:14.758000+00:00,8,2,2,12,pipe,5,3
plane_1772575578834,2026-03-03 22:06:18.834000+00:00,2026-03-03 22:06:33.456000+00:00,25,7,6,29,pipe,14,8
plane_1772575595355,2026-03-03 22:06:35.355000+00:00,2026-03-03 22:07:04.412000+00:00,37,16,7,53,enemy_bullet,29,17
plane_1772583525300,2026-03-04 00:18:45.300000+00:00,2026-03-04 00:18:51.169000+00:00,8,2,2,11,pipe,5,3
plane_1772583533092,2026-03-04 00:18:53.092000+00:00,2026-03-04 00:18:59.588000+00:00,12,3,3,13,pipe,6,3
plane_1772583541489,2026-03-04 00:19:01.489000+00:00,2026-03-04 00:19:47.347000+00:00,85,25,20,84,pipe,45,27
plane_1772583960314,2026-03-04 00:26:00.314000+00:00,2026-03-04 00:26:18.258000+00:00,37,10,9,32,pipe,17,10
plane_1772584022126,2026-03-04 00:27:02.126000+00:00,2026-03-04 00:27:17.977000+00:00,29,8,7,28,pipe,15,9
plane_1772584039617,2026-03-04 00:27:19.617000+00:00,2026-03-04 00:27:31.972000+00:00,18,6,4,24,enemy_bullet,12,7
plane_1772584092509,2026-03-04 00:28:12.509000+00:00,2026-03-04 00:28:13.231000+00:00,0,0,0,0,ground,0,0
plane_1772584094790,2026-03-04 00:28:14.790000+00:00,2026-03-04 00:28:24.122000+00:00,16,4,4,18,pipe,9,5
plane_1772584109210,2026-03-04 00:28:29.210000+00:00,2026-03-04 00:28:29.913000+00:00,0,0,0,0,ground,0,0
plane_1772584106139,2026-03-04 00:28:26.139000+00:00,2026-03-04 00:28:40.334000+00:00,30,6,8,25,pipe,14,8
plane_1772584111797,2026-03-04 00:28:31.797000+00:00,2026-03-04 00:28:58.912000+00:00,35,14,7,47,enemy_bullet,27,16
plane_1772584127388,2026-03-04 00:28:47.388000+00:00,2026-03-04 00:29:03.892000+00:00,24,9,5,34,pipe,16,9
plane_1772584150047,2026-03-04 00:29:10.047000+00:00,2026-03-04 00:29:35.912000+00:00,35,14,7,42,enemy_bullet,25,15
plane_1772584183568,2026-03-04 00:29:43.568000+00:00,2026-03-04 00:29:47.762000+00:00,4,1,1,8,pipe,4,2
plane_1772584189076,2026-03-04 00:29:49.076000+00:00,2026-03-04 00:30:01.595000+00:00,18,6,4,23,pipe,12,7
plane_1772584204551,2026-03-04 00:30:04.551000+00:00,2026-03-04 00:30:35.611000+00:00,40,16,8,51,ufo_collision,31,18
plane_1772592757380,2026-03-04 02:52:37.380000+00:00,2026-03-04 02:52:43.891000+00:00,12,3,3,13,pipe,6,3
plane_1772592765891,2026-03-04 02:52:45.891000+00:00,2026-03-04 02:53:06.743000+00:00,34,10,8,39,pipe,20,12
plane_1772592789113,2026-03-04 02:53:09.113000+00:00,2026-03-04 02:53:14.965000+00:00,8,2,2,11,pipe,5,3
plane_1772592815067,2026-03-04 02:53:35.067000+00:00,2026-03-04 02:54:07.480000+00:00,51,18,11,60,enemy_bullet,32,19
plane_1772592850207,2026-03-04 02:54:10.207000+00:00,2026-03-04 02:54:35.840000+00:00,44,14,10,46,enemy_bullet,25,15
plane_1772600998460,2026-03-04 05:09:58.460000+00:00,2026-03-04 05:10:11.573000+00:00,22,7,5,24,pipe,13,7
plane_1772601014150,2026-03-04 05:10:14.150000+00:00,2026-03-04 05:11:48.351000+00:00,167,53,38,170,pipe,94,56
plane_1772601732365,2026-03-04 05:22:12.365000+00:00,2026-03-04 05:22:45.477000+00:00,58,19,13,56,pipe,33,19
plane_1772601769042,2026-03-04 05:22:49.042000+00:00,2026-03-04 05:23:27.216000+00:00,67,22,15,75,pipe,38,22
plane_1772607060142,2026-03-04 06:51:00.142000+00:00,2026-03-04 06:51:02.758000+00:00,6,0,2,6,pipe,2,1
plane_1772607064956,2026-03-04 06:51:04.956000+00:00,2026-03-04 06:51:05.657000+00:00,0,0,0,0,ground,0,0
plane_1772607084165,2026-03-04 06:51:24.165000+00:00,2026-03-04 06:51:46.823000+00:00,42,12,10,40,pipe,22,13
plane_1772607109155,2026-03-04 06:51:49.155000+00:00,2026-03-04 06:52:13.340000+00:00,45,12,11,44,pipe,24,14
plane_1772607135136,2026-03-04 06:52:15.136000+00:00,2026-03-04 06:52:22.656000+00:00,18,3,5,23,pipe,7,4
plane_1772607144516,2026-03-04 06:52:24.516000+00:00,2026-03-04 06:52:37.257000+00:00,27,6,7,48,pipe,12,7
plane_1772607803077,2026-03-04 07:03:23.077000+00:00,2026-03-04 07:03:27.266000+00:00,7,1,2,25,pipe,4,2
plane_1772608764448,2026-03-04 07:19:24.448000+00:00,2026-03-04 07:20:07.006000+00:00,85,22,21,83,pipe,42,25
plane_1772616566668,2026-03-04 09:29:26.668000+00:00,2026-03-04 09:29:47.533000+00:00,38,11,9,40,pipe,20,12
plane_1772616589373,2026-03-04 09:29:49.373000+00:00,2026-03-04 09:30:00.238000+00:00,17,5,4,22,pipe,10,6
plane_1772616602163,2026-03-04 09:30:02.163000+00:00,2026-03-04 09:30:23.637000+00:00,36,12,8,38,pipe,21,12
plane_1772616625502,2026-03-04 09:30:25.502000+00:00,2026-03-04 09:30:48.666000+00:00,37,13,8,41,pipe,23,13
plane_1772616650316,2026-03-04 09:30:50.316000+00:00,2026-03-04 09:31:06.168000+00:00,29,8,7,28,pipe,15,9
plane_1772616668044,2026-03-04 09:31:08.044000+00:00,2026-03-04 09:31:22.238000+00:00,22,7,5,26,pipe,14,8
plane_1772616684197,2026-03-04 09:31:24.197000+00:00,2026-03-04 09:31:26.718000+00:00,3,0,1,7,pipe,2,1
plane_1772616688470,2026-03-04 09:31:28.470000+00:00,2026-03-04 09:31:34.844000+00:00,6,3,1,12,pipe,6,3
plane_1772618108802,2026-03-04 09:55:08.802000+00:00,2026-03-04 09:55:26.347000+00:00,33,9,8,32,pipe,17,10
plane_1772618128102,2026-03-04 09:55:28.102000+00:00,2026-03-04 09:56:02.297000+00:00,58,19,13,58,pipe,34,20
plane_1772618163639,2026-03-04 09:56:03.639000+00:00,2026-03-04 09:56:09.509000+00:00,5,2,1,13,pipe,5,3
plane_1772618171046,2026-03-04 09:56:11.046000+00:00,2026-03-04 09:56:31.907000+00:00,35,11,8,36,pipe,20,12
plane_1772630875233,2026-03-04 13:27:55.233000+00:00,2026-03-04 13:29:29.260000+00:00,157,55,34,176,enemy_bullet,94,56
plane_1772631096707,2026-03-04 13:31:36.707000+00:00,2026-03-04 13:32:05.842000+00:00,57,15,14,58,enemy_bullet,29,17
plane_1772631129588,2026-03-04 13:32:09.588000+00:00,2026-03-04 13:32:29.158000+00:00,33,9,8,48,ufo_collision,19,11
plane_1772631150911,2026-03-04 13:32:30.911000+00:00,2026-03-04 13:32:56.958000+00:00,44,14,10,51,enemy_bullet,26,15
plane_1772632713690,2026-03-04 13:58:33.690000+00:00,2026-03-04 13:58:40.176000+00:00,15,3,4,19,pipe,6,3
plane_1772635330312,2026-03-04 14:42:10.312000+00:00,2026-03-04 14:42:42.593000+00:00,57,18,13,58,enemy_bullet,32,19
plane_1772635365109,2026-03-04 14:42:45.109000+00:00,2026-03-04 14:43:13.255000+00:00,46,16,10,50,pipe,28,16
plane_1772635395278,2026-03-04 14:43:15.278000+00:00,2026-03-04 14:43:32.618000+00:00,20,8,4,32,enemy_bullet,17,10
plane_1772635745924,2026-03-04 14:49:05.924000+00:00,2026-03-04 14:49:20.127000+00:00,31,7,8,24,pipe,14,8
plane_1772635761942,2026-03-04 14:49:21.942000+00:00,2026-03-04 14:49:37.727000+00:00,11,8,1,30,enemy_bullet,15,9
plane_1772635779638,2026-03-04 14:49:39.638000+00:00,2026-03-04 14:50:01.426000+00:00,36,12,8,37,enemy_bullet,21,13
plane_1772635803225,2026-03-04 14:50:03.225000+00:00,2026-03-04 14:50:54.082000+00:00,92,29,21,86,pipe,50,30
plane_1772635856239,2026-03-04 14:50:56.239000+00:00,2026-03-04 14:51:30.470000+00:00,61,19,14,59,pipe,34,20
plane_1772635914575,2026-03-04 14:51:54.575000+00:00,2026-03-04 14:52:08.787000+00:00,16,7,3,29,enemy_bullet,14,8
plane_1772635930623,2026-03-04 14:52:10.623000+00:00,2026-03-04 14:52:23.983000+00:00,13,7,2,25,enemy_bullet,13,8
plane_1772635959673,2026-03-04 14:52:39.673000+00:00,2026-03-04 14:52:51.169000+00:00,21,6,5,21,pipe,11,6
plane_1772635972638,2026-03-04 14:52:52.638000+00:00,2026-03-04 14:53:24.084000+00:00,57,18,13,55,pipe,31,18
plane_1772636005751,2026-03-04 14:53:25.751000+00:00,2026-03-04 14:53:58.281000+00:00,56,17,13,57,pipe,32,19
plane_1772636039912,2026-03-04 14:53:59.913000+00:00,2026-03-04 14:54:05.758000+00:00,8,2,2,13,pipe,5,3
plane_1772636048624,2026-03-04 14:54:08.624000+00:00,2026-03-04 14:54:11.136000+00:00,3,0,1,4,pipe,2,1
plane_1772636063611,2026-03-04 14:54:23.611000+00:00,2026-03-04 14:54:50.113000+00:00,48,15,11,46,pipe,26,15
plane_1772636092141,2026-03-04 14:54:52.141000+00:00,2026-03-04 14:55:11.080000+00:00,28,10,6,32,enemy_bullet,18,11
plane_1772636149209,2026-03-04 14:55:49.209000+00:00,2026-03-04 14:56:25.069000+00:00,59,20,13,60,pipe,35,21
plane_1772636187319,2026-03-04 14:56:27.319000+00:00,2026-03-04 14:56:33.188000+00:00,2,2,0,11,pipe,5,3
plane_1772636194830,2026-03-04 14:56:34.830000+00:00,2026-03-04 14:56:39.016000+00:00,4,1,1,10,pipe,4,2
plane_1772636200509,2026-03-04 14:56:40.509000+00:00,2026-03-04 14:56:51.356000+00:00,20,5,5,20,pipe,10,6
plane_1772636212965,2026-03-04 14:56:52.965000+00:00,2026-03-04 14:57:05.320000+00:00,18,6,4,22,enemy_bullet,12,7
plane_1772636251209,2026-03-04 14:57:31.209000+00:00,2026-03-04 14:58:17.702000+00:00,86,26,20,77,pipe,46,27
plane_1772670515784,2026-03-05 00:28:35.784000+00:00,2026-03-05 00:28:54.960000+00:00,33,9,8,35,pipe,19,11
plane_1772670536568,2026-03-05 00:28:56.568000+00:00,2026-03-05 00:29:05.742000+00:00,13,4,3,19,pipe,9,5
plane_1772676486288,2026-03-05 02:08:06.288000+00:00,2026-03-05 02:08:14.441000+00:00,13,4,3,15,pipe,8,4
plane_1772676496331,2026-03-05 02:08:16.331000+00:00,2026-03-05 02:08:27.828000+00:00,21,6,5,21,pipe,11,6
plane_1772676509495,2026-03-05 02:08:29.495000+00:00,2026-03-05 02:08:40.359000+00:00,20,5,5,21,pipe,10,6
plane_1772682235038,2026-03-05 03:43:55.038000+00:00,2026-03-05 03:43:59.845000+00:00,8,2,2,15,pipe,4,2
plane_1772682259896,2026-03-05 03:44:19.896000+00:00,2026-03-05 03:44:26.260000+00:00,5,2,1,19,pipe,6,3
plane_1772682267429,2026-03-05 03:44:27.429000+00:00,2026-03-05 03:44:29.944000+00:00,6,0,2,5,pipe,2,1
plane_1772682276085,2026-03-05 03:44:36.085000+00:00,2026-03-05 03:44:39.010000+00:00,6,0,2,6,pipe,2,1
plane_1772682280137,2026-03-05 03:44:40.137000+00:00,2026-03-05 03:44:43.194000+00:00,3,0,1,8,pipe,3,1
plane_1772682320197,2026-03-05 03:45:20.197000+00:00,2026-03-05 03:45:23.360000+00:00,3,0,1,7,pipe,3,1
plane_1772682325054,2026-03-05 03:45:25.054000+00:00,2026-03-05 03:45:28.227000+00:00,7,1,2,6,pipe,3,1
plane_1772682351834,2026-03-05 03:45:51.834000+00:00,2026-03-05 03:46:01.509000+00:00,17,2,5,16,pipe,9,5
plane_1764828576980,2025-12-04 06:09:36.980000+00:00,2025-12-04 06:09:48.696000+00:00,14,2,4,12,pipe,11,3
plane_1764828766169,2025-12-04 06:12:46.169000+00:00,2025-12-04 06:13:28.884000+00:00,81,24,19,82,ufo_collision,42,25
plane_1765007448126,2025-12-06 07:50:48.126000+00:00,2025-12-06 07:51:10.698000+00:00,39,12,9,59,pipe,22,13
